q,p,deg_p,deg_ell,prime_levels,complete,incomplete,incomplete_levels,result_directory
2,T^6 + T^5 + T^4 + T^2 + 1,6,6,8,0,8,T^6 + T + 1; T^6 + T^3 + 1; T^6 + T^4 + T^2 + T + 1; T^6 + T^4 + T^3 + T + 1; T^6 + T^5 + 1; T^6 + T^5 + T^2 + T + 1; T^6 + T^5 + T^3 + T^2 + 1; T^6 + T^5 + T^4 + T + 1,results/q2
2,T^6 + T^5 + T^4 + T^2 + 1,6,7,18,8,10,T^7 + T + 1; T^7 + T^3 + T^2 + T + 1; T^7 + T^4 + 1; T^7 + T^5 + T^2 + T + 1; T^7 + T^5 + T^4 + T^3 + 1; T^7 + T^5 + T^4 + T^3 + T^2 + T + 1; T^7 + T^6 + T^3 + T + 1; T^7 + T^6 + T^4 + T + 1; T^7 + T^6 + T^5 + T^4 + 1; T^7 + T^6 + T^5 + T^4 + T^3 + T^2 + 1,results/q2
2,T^6 + T^5 + T^4 + T^2 + 1,6,8,30,29,1,T^8 + T^7 + T^6 + T^5 + T^2 + T + 1,results/q2
2,T^6 + T^5 + T^4 + T^2 + 1,6,9,56,56,0,,results/q2
2,T^6 + T^5 + T^4 + T^2 + 1,6,10,99,99,0,,results/q2
2,T^7 + T + 1,7,1,2,0,2,T; T + 1,results/q2_degree7_compact
2,T^7 + T + 1,7,2,1,0,1,T^2 + T + 1,results/q2_degree7_compact
2,T^7 + T + 1,7,3,2,0,2,T^3 + T + 1; T^3 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T + 1,7,4,3,0,3,T^4 + T + 1; T^4 + T^3 + 1; T^4 + T^3 + T^2 + T + 1,results/q2_degree7_compact
2,T^7 + T + 1,7,5,6,0,6,T^5 + T^2 + 1; T^5 + T^3 + 1; T^5 + T^3 + T^2 + T + 1; T^5 + T^4 + T^2 + T + 1; T^5 + T^4 + T^3 + T + 1; T^5 + T^4 + T^3 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T + 1,7,6,9,0,9,T^6 + T + 1; T^6 + T^3 + 1; T^6 + T^4 + T^2 + T + 1; T^6 + T^4 + T^3 + T + 1; T^6 + T^5 + 1; T^6 + T^5 + T^2 + T + 1; T^6 + T^5 + T^3 + T^2 + 1; T^6 + T^5 + T^4 + T + 1; T^6 + T^5 + T^4 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T + 1,7,7,17,0,17,T^7 + T^3 + 1; T^7 + T^3 + T^2 + T + 1; T^7 + T^4 + 1; T^7 + T^4 + T^3 + T^2 + 1; T^7 + T^5 + T^2 + T + 1; T^7 + T^5 + T^3 + T + 1; T^7 + T^5 + T^4 + T^3 + 1; T^7 + T^5 + T^4 + T^3 + T^2 + T + 1; T^7 + T^6 + 1; T^7 + T^6 + T^3 + T + 1; T^7 + T^6 + T^4 + T + 1; T^7 + T^6 + T^4 + T^2 + 1; T^7 + T^6 + T^5 + T^2 + 1; T^7 + T^6 + T^5 + T^3 + T^2 + T + 1; T^7 + T^6 + T^5 + T^4 + 1; T^7 + T^6 + T^5 + T^4 + T^2 + T + 1; T^7 + T^6 + T^5 + T^4 + T^3 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T + 1,7,8,30,0,30,T^8 + T^4 + T^3 + T + 1; T^8 + T^4 + T^3 + T^2 + 1; T^8 + T^5 + T^3 + T + 1; T^8 + T^5 + T^3 + T^2 + 1; T^8 + T^5 + T^4 + T^3 + 1; T^8 + T^5 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^3 + T^2 + 1; T^8 + T^6 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^5 + T + 1; T^8 + T^6 + T^5 + T^2 + 1; T^8 + T^6 + T^5 + T^3 + 1; T^8 + T^6 + T^5 + T^4 + 1; T^8 + T^6 + T^5 + T^4 + T^2 + T + 1; T^8 + T^6 + T^5 + T^4 + T^3 + T + 1; T^8 + T^7 + T^2 + T + 1; T^8 + T^7 + T^3 + T + 1; T^8 + T^7 + T^3 + T^2 + 1; T^8 + T^7 + T^4 + T^3 + T^2 + T + 1; T^8 + T^7 + T^5 + T + 1; T^8 + T^7 + T^5 + T^3 + 1; T^8 + T^7 + T^5 + T^4 + 1; T^8 + T^7 + T^5 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T + 1; T^8 + T^7 + T^6 + T^3 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^2 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + 1,results/q2_degree7_compact
2,T^7 + T + 1,7,9,56,5,51,T^9 + T + 1; T^9 + T^4 + 1; T^9 + T^4 + T^2 + T + 1; T^9 + T^4 + T^3 + T + 1; T^9 + T^5 + 1; T^9 + T^5 + T^3 + T^2 + 1; T^9 + T^5 + T^4 + T + 1; T^9 + T^6 + T^3 + T + 1; T^9 + T^6 + T^4 + T^3 + 1; T^9 + T^6 + T^4 + T^3 + T^2 + T + 1; T^9 + T^6 + T^5 + T^2 + 1; T^9 + T^6 + T^5 + T^3 + 1; T^9 + T^6 + T^5 + T^3 + T^2 + T + 1; T^9 + T^6 + T^5 + T^4 + T^2 + T + 1; T^9 + T^6 + T^5 + T^4 + T^3 + T^2 + 1; T^9 + T^7 + T^2 + T + 1; T^9 + T^7 + T^4 + T^2 + 1; T^9 + T^7 + T^4 + T^3 + 1; T^9 + T^7 + T^5 + T + 1; T^9 + T^7 + T^5 + T^2 + 1; T^9 + T^7 + T^5 + T^3 + T^2 + T + 1; T^9 + T^7 + T^5 + T^4 + T^2 + T + 1; T^9 + T^7 + T^5 + T^4 + T^3 + T^2 + 1; T^9 + T^7 + T^6 + T^3 + T^2 + T + 1; T^9 + T^7 + T^6 + T^4 + 1; T^9 + T^7 + T^6 + T^4 + T^3 + T + 1; T^9 + T^7 + T^6 + T^5 + T^4 + T^2 + 1; T^9 + T^7 + T^6 + T^5 + T^4 + T^3 + 1; T^9 + T^8 + 1; T^9 + T^8 + T^4 + T^2 + 1; T^9 + T^8 + T^4 + T^3 + T^2 + T + 1; T^9 + T^8 + T^5 + T + 1; T^9 + T^8 + T^5 + T^4 + 1; T^9 + T^8 + T^6 + T^3 + 1; T^9 + T^8 + T^6 + T^3 + T^2 + T + 1; T^9 + T^8 + T^6 + T^4 + T^3 + T + 1; T^9 + T^8 + T^6 + T^5 + T^3 + T + 1; T^9 + T^8 + T^6 + T^5 + T^3 + T^2 + 1; T^9 + T^8 + T^6 + T^5 + T^4 + T + 1; T^9 + T^8 + T^7 + T^2 + 1; T^9 + T^8 + T^7 + T^3 + T^2 + T + 1; T^9 + T^8 + T^7 + T^5 + 1; T^9 + T^8 + T^7 + T^5 + T^4 + T^2 + 1; T^9 + T^8 + T^7 + T^5 + T^4 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^2 + T + 1; T^9 + T^8 + T^7 + T^6 + T^3 + T + 1; T^9 + T^8 + T^7 + T^6 + T^3 + T^2 + 1; T^9 + T^8 + T^7 + T^6 + T^4 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + T + 1,results/q2_degree7_compact
2,T^7 + T + 1,7,10,99,84,15,T^10 + T^3 + 1; T^10 + T^7 + T^3 + T + 1; T^10 + T^8 + T^5 + T^4 + T^3 + T^2 + 1; T^10 + T^8 + T^7 + T^4 + T^3 + T + 1; T^10 + T^8 + T^7 + T^5 + T^3 + T + 1; T^10 + T^8 + T^7 + T^6 + T^2 + T + 1; T^10 + T^9 + T^5 + T^4 + 1; T^10 + T^9 + T^6 + T^5 + T^4 + T^3 + 1; T^10 + T^9 + T^6 + T^5 + T^4 + T^3 + T^2 + T + 1; T^10 + T^9 + T^7 + T^5 + T^2 + T + 1; T^10 + T^9 + T^7 + T^5 + T^4 + T^3 + T^2 + T + 1; T^10 + T^9 + T^7 + T^6 + T^5 + T^4 + T^3 + T^2 + 1; T^10 + T^9 + T^8 + T^7 + T^6 + T^2 + 1; T^10 + T^9 + T^8 + T^7 + T^6 + T^5 + T^4 + T + 1; T^10 + T^9 + T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + 1,results/q2_degree7_compact
2,T^7 + T + 1,7,11,186,168,18,T^11 + T^4 + T^2 + T + 1; T^11 + T^5 + T^3 + T^2 + 1; T^11 + T^6 + T^5 + T + 1; T^11 + T^6 + T^5 + T^4 + T^3 + T + 1; T^11 + T^7 + T^4 + T^2 + 1; T^11 + T^7 + T^4 + T^3 + T^2 + T + 1; T^11 + T^8 + T^5 + T^3 + 1; T^11 + T^8 + T^6 + T^2 + 1; T^11 + T^9 + 1; T^11 + T^9 + T^4 + T + 1; T^11 + T^9 + T^7 + T^2 + 1; T^11 + T^9 + T^7 + T^5 + T^2 + T + 1; T^11 + T^9 + T^7 + T^6 + T^5 + T + 1; T^11 + T^9 + T^8 + T^7 + T^4 + T + 1; T^11 + T^10 + T^7 + T^6 + T^4 + T + 1; T^11 + T^10 + T^8 + T^6 + T^4 + T^2 + 1; T^11 + T^10 + T^9 + T^2 + 1; T^11 + T^10 + T^9 + T^7 + 1,results/q2_degree7_compact
2,T^7 + T + 1,7,12,335,335,0,,results/q2_degree7_compact
2,T^7 + T + 1,7,13,630,630,0,,results/q2_degree7_compact
2,T^7 + T + 1,7,14,1161,1161,0,,results/q2_degree7_compact
2,T^7 + T + 1,7,15,2182,2182,0,,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,1,2,0,2,T; T + 1,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,2,1,0,1,T^2 + T + 1,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,3,2,0,2,T^3 + T + 1; T^3 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,4,3,0,3,T^4 + T + 1; T^4 + T^3 + 1; T^4 + T^3 + T^2 + T + 1,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,5,6,0,6,T^5 + T^2 + 1; T^5 + T^3 + 1; T^5 + T^3 + T^2 + T + 1; T^5 + T^4 + T^2 + T + 1; T^5 + T^4 + T^3 + T + 1; T^5 + T^4 + T^3 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,6,9,0,9,T^6 + T + 1; T^6 + T^3 + 1; T^6 + T^4 + T^2 + T + 1; T^6 + T^4 + T^3 + T + 1; T^6 + T^5 + 1; T^6 + T^5 + T^2 + T + 1; T^6 + T^5 + T^3 + T^2 + 1; T^6 + T^5 + T^4 + T + 1; T^6 + T^5 + T^4 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,7,17,0,17,T^7 + T + 1; T^7 + T^3 + T^2 + T + 1; T^7 + T^4 + 1; T^7 + T^4 + T^3 + T^2 + 1; T^7 + T^5 + T^2 + T + 1; T^7 + T^5 + T^3 + T + 1; T^7 + T^5 + T^4 + T^3 + 1; T^7 + T^5 + T^4 + T^3 + T^2 + T + 1; T^7 + T^6 + 1; T^7 + T^6 + T^3 + T + 1; T^7 + T^6 + T^4 + T + 1; T^7 + T^6 + T^4 + T^2 + 1; T^7 + T^6 + T^5 + T^2 + 1; T^7 + T^6 + T^5 + T^3 + T^2 + T + 1; T^7 + T^6 + T^5 + T^4 + 1; T^7 + T^6 + T^5 + T^4 + T^2 + T + 1; T^7 + T^6 + T^5 + T^4 + T^3 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,8,30,0,30,T^8 + T^4 + T^3 + T + 1; T^8 + T^4 + T^3 + T^2 + 1; T^8 + T^5 + T^3 + T + 1; T^8 + T^5 + T^3 + T^2 + 1; T^8 + T^5 + T^4 + T^3 + 1; T^8 + T^5 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^3 + T^2 + 1; T^8 + T^6 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^5 + T + 1; T^8 + T^6 + T^5 + T^2 + 1; T^8 + T^6 + T^5 + T^3 + 1; T^8 + T^6 + T^5 + T^4 + 1; T^8 + T^6 + T^5 + T^4 + T^2 + T + 1; T^8 + T^6 + T^5 + T^4 + T^3 + T + 1; T^8 + T^7 + T^2 + T + 1; T^8 + T^7 + T^3 + T + 1; T^8 + T^7 + T^3 + T^2 + 1; T^8 + T^7 + T^4 + T^3 + T^2 + T + 1; T^8 + T^7 + T^5 + T + 1; T^8 + T^7 + T^5 + T^3 + 1; T^8 + T^7 + T^5 + T^4 + 1; T^8 + T^7 + T^5 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T + 1; T^8 + T^7 + T^6 + T^3 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^2 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + 1,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,9,56,6,50,T^9 + T + 1; T^9 + T^4 + 1; T^9 + T^4 + T^2 + T + 1; T^9 + T^4 + T^3 + T + 1; T^9 + T^5 + 1; T^9 + T^5 + T^3 + T^2 + 1; T^9 + T^5 + T^4 + T + 1; T^9 + T^6 + T^3 + T + 1; T^9 + T^6 + T^4 + T^3 + 1; T^9 + T^6 + T^4 + T^3 + T^2 + T + 1; T^9 + T^6 + T^5 + T^3 + 1; T^9 + T^6 + T^5 + T^3 + T^2 + T + 1; T^9 + T^6 + T^5 + T^4 + T^2 + T + 1; T^9 + T^6 + T^5 + T^4 + T^3 + T^2 + 1; T^9 + T^7 + T^2 + T + 1; T^9 + T^7 + T^4 + T^2 + 1; T^9 + T^7 + T^4 + T^3 + 1; T^9 + T^7 + T^5 + T + 1; T^9 + T^7 + T^5 + T^2 + 1; T^9 + T^7 + T^5 + T^3 + T^2 + T + 1; T^9 + T^7 + T^5 + T^4 + T^2 + T + 1; T^9 + T^7 + T^5 + T^4 + T^3 + T^2 + 1; T^9 + T^7 + T^6 + T^3 + T^2 + T + 1; T^9 + T^7 + T^6 + T^4 + 1; T^9 + T^7 + T^6 + T^4 + T^3 + T + 1; T^9 + T^7 + T^6 + T^5 + T^4 + T^2 + 1; T^9 + T^7 + T^6 + T^5 + T^4 + T^3 + 1; T^9 + T^8 + 1; T^9 + T^8 + T^4 + T^2 + 1; T^9 + T^8 + T^4 + T^3 + T^2 + T + 1; T^9 + T^8 + T^5 + T + 1; T^9 + T^8 + T^5 + T^4 + T^3 + T + 1; T^9 + T^8 + T^6 + T^3 + T^2 + T + 1; T^9 + T^8 + T^6 + T^4 + T^3 + T + 1; T^9 + T^8 + T^6 + T^5 + 1; T^9 + T^8 + T^6 + T^5 + T^3 + T + 1; T^9 + T^8 + T^6 + T^5 + T^4 + T + 1; T^9 + T^8 + T^6 + T^5 + T^4 + T^3 + T^2 + T + 1; T^9 + T^8 + T^7 + T^3 + T^2 + T + 1; T^9 + T^8 + T^7 + T^5 + 1; T^9 + T^8 + T^7 + T^5 + T^4 + T^2 + 1; T^9 + T^8 + T^7 + T^5 + T^4 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^2 + T + 1; T^9 + T^8 + T^7 + T^6 + T^3 + T + 1; T^9 + T^8 + T^7 + T^6 + T^3 + T^2 + 1; T^9 + T^8 + T^7 + T^6 + T^4 + T^2 + 1; T^9 + T^8 + T^7 + T^6 + T^4 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + T + 1,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,10,99,82,17,T^10 + T^7 + T^4 + T^3 + 1; T^10 + T^7 + T^5 + T^3 + 1; T^10 + T^7 + T^6 + T^5 + T^3 + T^2 + 1; T^10 + T^8 + T^5 + T^4 + 1; T^10 + T^8 + T^6 + T^4 + T^2 + T + 1; T^10 + T^8 + T^6 + T^5 + T^3 + T + 1; T^10 + T^8 + T^7 + T^5 + 1; T^10 + T^9 + T^4 + T^2 + 1; T^10 + T^9 + T^5 + T^2 + 1; T^10 + T^9 + T^7 + T^2 + 1; T^10 + T^9 + T^7 + T^5 + T^4 + T^2 + 1; T^10 + T^9 + T^7 + T^6 + 1; T^10 + T^9 + T^8 + T^4 + T^2 + T + 1; T^10 + T^9 + T^8 + T^5 + T^4 + T^2 + 1; T^10 + T^9 + T^8 + T^6 + T^2 + T + 1; T^10 + T^9 + T^8 + T^6 + T^3 + T^2 + 1; T^10 + T^9 + T^8 + T^6 + T^5 + T^4 + T^3 + T + 1,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,11,186,170,16,T^11 + T^5 + T^3 + T + 1; T^11 + T^5 + T^3 + T^2 + 1; T^11 + T^6 + T^5 + T + 1; T^11 + T^6 + T^5 + T^4 + 1; T^11 + T^7 + T^5 + T^3 + 1; T^11 + T^7 + T^5 + T^4 + 1; T^11 + T^8 + T^7 + T^3 + T^2 + T + 1; T^11 + T^8 + T^7 + T^6 + T^2 + T + 1; T^11 + T^9 + 1; T^11 + T^9 + T^4 + T^2 + 1; T^11 + T^9 + T^7 + T^4 + T^3 + T^2 + 1; T^11 + T^9 + T^8 + T^6 + T^4 + T^3 + 1; T^11 + T^9 + T^8 + T^6 + T^4 + T^3 + T^2 + T + 1; T^11 + T^10 + T^8 + T^6 + T^5 + T + 1; T^11 + T^10 + T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + T^2 + T + 1; T^11 + T^10 + T^9 + T^8 + T^6 + T^5 + T^3 + T + 1,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,12,335,335,0,,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,13,630,630,0,,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,14,1161,1161,0,,results/q2_degree7_compact
2,T^7 + T^3 + 1,7,15,2182,2182,0,,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,1,2,0,2,T; T + 1,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,2,1,0,1,T^2 + T + 1,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,3,2,0,2,T^3 + T + 1; T^3 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,4,3,0,3,T^4 + T + 1; T^4 + T^3 + 1; T^4 + T^3 + T^2 + T + 1,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,5,6,0,6,T^5 + T^2 + 1; T^5 + T^3 + 1; T^5 + T^3 + T^2 + T + 1; T^5 + T^4 + T^2 + T + 1; T^5 + T^4 + T^3 + T + 1; T^5 + T^4 + T^3 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,6,9,0,9,T^6 + T + 1; T^6 + T^3 + 1; T^6 + T^4 + T^2 + T + 1; T^6 + T^4 + T^3 + T + 1; T^6 + T^5 + 1; T^6 + T^5 + T^2 + T + 1; T^6 + T^5 + T^3 + T^2 + 1; T^6 + T^5 + T^4 + T + 1; T^6 + T^5 + T^4 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,7,17,0,17,T^7 + T + 1; T^7 + T^3 + 1; T^7 + T^4 + 1; T^7 + T^4 + T^3 + T^2 + 1; T^7 + T^5 + T^2 + T + 1; T^7 + T^5 + T^3 + T + 1; T^7 + T^5 + T^4 + T^3 + 1; T^7 + T^5 + T^4 + T^3 + T^2 + T + 1; T^7 + T^6 + 1; T^7 + T^6 + T^3 + T + 1; T^7 + T^6 + T^4 + T + 1; T^7 + T^6 + T^4 + T^2 + 1; T^7 + T^6 + T^5 + T^2 + 1; T^7 + T^6 + T^5 + T^3 + T^2 + T + 1; T^7 + T^6 + T^5 + T^4 + 1; T^7 + T^6 + T^5 + T^4 + T^2 + T + 1; T^7 + T^6 + T^5 + T^4 + T^3 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,8,30,0,30,T^8 + T^4 + T^3 + T + 1; T^8 + T^4 + T^3 + T^2 + 1; T^8 + T^5 + T^3 + T + 1; T^8 + T^5 + T^3 + T^2 + 1; T^8 + T^5 + T^4 + T^3 + 1; T^8 + T^5 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^3 + T^2 + 1; T^8 + T^6 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^5 + T + 1; T^8 + T^6 + T^5 + T^2 + 1; T^8 + T^6 + T^5 + T^3 + 1; T^8 + T^6 + T^5 + T^4 + 1; T^8 + T^6 + T^5 + T^4 + T^2 + T + 1; T^8 + T^6 + T^5 + T^4 + T^3 + T + 1; T^8 + T^7 + T^2 + T + 1; T^8 + T^7 + T^3 + T + 1; T^8 + T^7 + T^3 + T^2 + 1; T^8 + T^7 + T^4 + T^3 + T^2 + T + 1; T^8 + T^7 + T^5 + T + 1; T^8 + T^7 + T^5 + T^3 + 1; T^8 + T^7 + T^5 + T^4 + 1; T^8 + T^7 + T^5 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T + 1; T^8 + T^7 + T^6 + T^3 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^2 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + 1,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,9,56,16,40,T^9 + T + 1; T^9 + T^4 + 1; T^9 + T^4 + T^2 + T + 1; T^9 + T^4 + T^3 + T + 1; T^9 + T^5 + T^3 + T^2 + 1; T^9 + T^5 + T^4 + T + 1; T^9 + T^6 + T^4 + T^3 + T^2 + T + 1; T^9 + T^6 + T^5 + T^2 + 1; T^9 + T^6 + T^5 + T^3 + T^2 + T + 1; T^9 + T^6 + T^5 + T^4 + T^2 + T + 1; T^9 + T^6 + T^5 + T^4 + T^3 + T^2 + 1; T^9 + T^7 + T^2 + T + 1; T^9 + T^7 + T^4 + T^2 + 1; T^9 + T^7 + T^4 + T^3 + 1; T^9 + T^7 + T^5 + T + 1; T^9 + T^7 + T^5 + T^2 + 1; T^9 + T^7 + T^5 + T^4 + T^2 + T + 1; T^9 + T^7 + T^5 + T^4 + T^3 + T^2 + 1; T^9 + T^7 + T^6 + T^4 + T^3 + T + 1; T^9 + T^7 + T^6 + T^5 + T^4 + T^2 + 1; T^9 + T^7 + T^6 + T^5 + T^4 + T^3 + 1; T^9 + T^8 + 1; T^9 + T^8 + T^4 + T + 1; T^9 + T^8 + T^5 + T^4 + 1; T^9 + T^8 + T^5 + T^4 + T^3 + T + 1; T^9 + T^8 + T^6 + T^3 + 1; T^9 + T^8 + T^6 + T^4 + T^3 + T + 1; T^9 + T^8 + T^6 + T^5 + 1; T^9 + T^8 + T^6 + T^5 + T^3 + T + 1; T^9 + T^8 + T^6 + T^5 + T^4 + T^3 + T^2 + T + 1; T^9 + T^8 + T^7 + T^2 + 1; T^9 + T^8 + T^7 + T^3 + T^2 + T + 1; T^9 + T^8 + T^7 + T^5 + 1; T^9 + T^8 + T^7 + T^5 + T^4 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^2 + T + 1; T^9 + T^8 + T^7 + T^6 + T^3 + T + 1; T^9 + T^8 + T^7 + T^6 + T^3 + T^2 + 1; T^9 + T^8 + T^7 + T^6 + T^4 + T^2 + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T^3 + 1,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,10,99,88,11,T^10 + T^6 + T^2 + T + 1; T^10 + T^8 + T^7 + T^3 + T^2 + T + 1; T^10 + T^9 + T^6 + T + 1; T^10 + T^9 + T^6 + T^4 + T^3 + T + 1; T^10 + T^9 + T^7 + T^6 + T^5 + T^4 + T^2 + T + 1; T^10 + T^9 + T^8 + T^6 + T^4 + T^2 + 1; T^10 + T^9 + T^8 + T^7 + T^2 + T + 1; T^10 + T^9 + T^8 + T^7 + T^6 + T^2 + 1; T^10 + T^9 + T^8 + T^7 + T^6 + T^4 + T^3 + T + 1; T^10 + T^9 + T^8 + T^7 + T^6 + T^5 + T^4 + T + 1; T^10 + T^9 + T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + T^2 + T + 1,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,11,186,174,12,T^11 + T^2 + 1; T^11 + T^7 + T^4 + T^3 + T^2 + T + 1; T^11 + T^7 + T^6 + T + 1; T^11 + T^8 + T^5 + T^4 + T^3 + T^2 + 1; T^11 + T^9 + T^6 + T^5 + T^4 + T^3 + T^2 + T + 1; T^11 + T^9 + T^7 + T^5 + T^4 + T + 1; T^11 + T^9 + T^7 + T^6 + T^5 + T + 1; T^11 + T^9 + T^7 + T^6 + T^5 + T^3 + T^2 + T + 1; T^11 + T^9 + T^8 + T^7 + T^3 + T + 1; T^11 + T^10 + T^8 + T^7 + T^6 + T^3 + 1; T^11 + T^10 + T^9 + T^5 + T^2 + T + 1; T^11 + T^10 + T^9 + T^6 + T^4 + T^3 + T^2 + T + 1,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,12,335,335,0,,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,13,630,630,0,,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,14,1161,1161,0,,results/q2_degree7_compact
2,T^7 + T^3 + T^2 + T + 1,7,15,2182,2182,0,,results/q2_degree7_compact
2,T^7 + T^4 + 1,7,1,2,0,2,T; T + 1,results/q2_degree7_compact
2,T^7 + T^4 + 1,7,2,1,0,1,T^2 + T + 1,results/q2_degree7_compact
2,T^7 + T^4 + 1,7,3,2,0,2,T^3 + T + 1; T^3 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T^4 + 1,7,4,3,0,3,T^4 + T + 1; T^4 + T^3 + 1; T^4 + T^3 + T^2 + T + 1,results/q2_degree7_compact
2,T^7 + T^4 + 1,7,5,6,0,6,T^5 + T^2 + 1; T^5 + T^3 + 1; T^5 + T^3 + T^2 + T + 1; T^5 + T^4 + T^2 + T + 1; T^5 + T^4 + T^3 + T + 1; T^5 + T^4 + T^3 + T^2 + 1,results/q2_degree7_compact
2,T^7 + T^4 + 1,7,6,9,0,9,T^6 + T + 1; T^6 + T^3 + 1; T^6 + T^4 + T^2 + T + 1; T^6 + T^4 + T^3 + T + 1; T^6 + T^5 + 1; T^6 + T^5 + T^2 + T + 1; T^6 + T^5 + T^3 + T^2 + 1; T^6 + T^5 + T^4 + T + 1; T^6 + T^5 + T^4 + T^2 + 1,results/q2_degree7_compact
